_id,LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
19890912,Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,BUDDY,15140,2099,2009-05-27T14:44:51
19890913,Dog Lifetime Neutered Male,PUG,BLACK/BROWN,LITTLE FRANK,15140,2099,2009-05-27T14:44:51
19890914,Dog Out of County Transfer - Lifetime,MIXED,BLACK/BROWN,ROCKY,15212,2099,2009-05-27T14:30:48
19890915,Dog Out of County Transfer - Lifetime,MIXED,BROWN,TIPPY,15212,2099,2009-05-27T14:34:10
19890916,Dog Lifetime Neutered Male,COCKAPOO,WHITE/RED,KAISER CUPO,15243,2099,2009-05-27T14:44:51
19890917,Dog Lifetime Neutered Male,WEIMARANER,BEIGE,BEAU,15116,2099,2009-05-27T15:12:46
19890918,Dog Lifetime Neutered Male,HAVANESE,BLACK/TAN,SAM,15227,2099,2009-05-27T15:12:46
19890919,Dog Lifetime Spayed Female,CAV KING CHAR SPANI,OTHER,DIXIE,15025,2099,2009-05-28T09:47:55
19890920,Dog Out of County Transfer - Lifetime,LAB MIX,BROWN,SYDNEY,15239,2099,2009-05-28T10:33:15
19890921,Dog Lifetime Neutered Male,LAB MIX,BLACK,BLACK JACK,15037,2099,2009-05-28T12:18:37
19890922,Dog Lifetime Neutered Male,MIXED,WHITE,ZUKO,15044,2099,2009-05-28T12:49:25
19890923,Dog Lifetime Neutered Male,SIB HUSKY,WHITE/BLACK/GREY,LUCIFER,15236,2099,2009-05-28T13:17:22
19890924,Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,TUCKER,15120,2099,2009-05-28T16:19:47
19890925,Dog Lifetime Duplicate,BOXER MIX,BLACK/BROWN,BEN,15135,2099,2009-05-29T12:39:58
19890926,Dog Lifetime Neutered Male,DACHSHUND,BLACK/TAN,OTTO,15131,2099,2009-05-29T13:50:51
19890927,Dog Lifetime Neutered Male,MIXED,ORANGE,BOOMER,15084,2099,2009-05-29T12:48:03
19890928,Dog Senior Lifetime Neutered Male,DACHSHUND,BLACK/TAN,OTTO,15131,2099,2009-05-29T13:50:51
19890929,Dog Lifetime Spayed Female,MALTESE,WHITE,JAMESON,15202,2099,2009-05-29T13:50:51
19890930,Dog Lifetime Neutered Male,MALTESE,WHITE,GUINNESS,15202,2099,2009-05-29T13:50:51
19890931,Dog Lifetime Spayed Female,BOXER MIX,WHITE,TRIXIE,15215,2099,2009-05-29T16:08:02
19890932,Dog Lifetime Spayed Female,PUGGLE,FAWN,JORDAN,15239,2099,2009-05-29T16:08:02
19890933,Dog Lifetime Neutered Male,COLLIE MIX,BLACK,OSCAR,15229,2099,2009-06-01T15:29:39
19890934,Dog Lifetime Spayed Female,W SIBERIAN LAIKA,WHITE,MADIGAN,15239,2099,2009-06-01T15:29:41
19890935,Dog Senior Lifetime Neutered Male,WELSH CORGI PEMBROK,SABLE,BO,15140,2099,2009-06-01T11:26:10
19890936,Dog Lifetime Male,ROTTWEILER,BLACK/BROWN,BREWSTER,15140,2099,2009-06-01T11:40:12
19890937,Dog Lifetime Neutered Male,LAB MIX,YELLOW,JACK,15239,2099,2009-06-01T12:11:17
19890938,Dog Lifetime Spayed Female,MIXED,BROWN,HOLLY,15239,2099,2009-06-01T12:11:17
19890939,Dog Lifetime Neutered Male,SHIH TZU,WHITE,JAKE,15132,2099,2009-06-01T15:29:46
19890940,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,FUDGE,15090,2099,2009-06-01T15:57:39
19890941,Dog Senior Lifetime Male,GREAT PYRENEES,WHITE,CAIN,15037,2099,2009-06-02T11:12:53
19890942,Dog Senior Lifetime Male,GREAT PYRENEES,WHITE,ABEL,15037,2099,2009-06-02T11:12:53
19890943,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SYDNEY,15236,2099,2009-06-02T15:54:07
19890944,Dog Lifetime Neutered Male,GER SHEPHERD,SABLE,MASON,15106,2099,2009-06-02T15:25:48
19890945,Dog Senior Lifetime Neutered Male,GER SHEPHERD,WHITE,SONNY,15044,2099,2009-06-02T16:18:01
19890946,Dog Lifetime Duplicate,LABRADOR RETRIEVER,BLACK,ODIN,15139,2099,2009-06-02T15:52:53
19890947,Dog Lifetime Duplicate,BOXER,WHITE,BUSTER,15044,2099,2009-06-02T16:02:21
19890948,Dog Lifetime Spayed Female,SHIH TZU,WHITE/YELLOW,ABBY,15133,2099,2009-06-02T16:14:15
19890949,Dog Lifetime Neutered Male,MIXED,WHITE/BROWN,louey,15235,2099,2009-06-03T13:58:13
19890950,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,MYLEE,15108,2099,2009-06-03T14:04:08
19890951,Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK,NIKU WARRIOR PRINCESS,15205,2099,2009-06-03T14:19:35
19890952,Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/BROWN/TAN,DAKOTA,15044,2099,2009-06-03T14:19:35
19890953,Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,ROXIE,15229,2099,2009-06-03T14:40:58
19890954,Dog Lifetime Neutered Male,AM BULLDOG,BRINDLE,DOZER,15237,2099,2009-06-04T10:15:04
19890955,Dog Lifetime Female,MIXED,YELLOW,SWEET BABY JANE,15112,2099,2009-06-04T10:18:18
19890956,Dog Lifetime Spayed Female,GOLDENDOODLE,APRICOT,GINA,15037,2099,2009-06-04T15:32:17
19890957,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ABBY,15018,2099,2009-06-05T08:50:41
19890958,Dog Lifetime Spayed Female,BEARDED COLLIE,WHITE/BLACK,KARMA,15084,2099,2009-06-05T11:04:54
19890959,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,RED,RUFUS,15144,2099,2009-06-05T10:27:00
19890960,Dog Lifetime Neutered Male,MALTESE MIX,WHITE,SCOOTER,15106,2099,2009-06-05T11:04:55
19890961,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,CALLLIE,15131,2099,2009-06-05T14:34:04
19890962,Dog Lifetime Neutered Male,PUGGLE,BROWN,CHARLIE,15144,2099,2009-06-05T15:00:53
19890963,Dog Lifetime Neutered Male,POMERANIAN,ORANGE,BINGO,15101,2099,2009-06-05T15:00:54
19890964,Dog Lifetime Spayed Female,AUS SHEPHERD,BLUE,DELILAH,15035,2099,2009-06-08T10:49:59
19890965,Dog Lifetime Spayed Female,SHEPHERD MIX,BLACK/BROWN,WENDY,15106,2099,2009-06-08T12:10:55
19890966,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,PETE,15101,2099,2009-06-08T12:10:56
19890967,Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BLACK,NIKITA,15218,2099,2009-06-08T13:34:26
19890968,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,COOPER,15122,2099,2009-06-08T13:51:47
19890969,Dog Lifetime Female,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,TORREE,15101,2099,2009-06-08T13:53:50
19890970,Dog Lifetime Spayed Female,MALTESE MIX,WHITE/BLACK,MOLLY,15235,2099,2009-06-08T15:45:44
19890971,Dog Lifetime Spayed Female,ROTTWEILER MIX,BLACK/TAN,ATHENA,15239,2099,2009-06-08T15:45:44
19890972,Dog Lifetime Neutered Male,BRUSSELS GRIFFON,BEIGE,BUBBA,15084,2099,2009-06-09T12:24:55
19890973,Dog Lifetime Spayed Female,SIB HUSKY MIX,WHITE/BLACK,FRANCES,15227,2099,2009-06-09T13:13:37
19890974,Dog Lifetime Neutered Male,BEAGLE,TRI-COLOR,FRECKLES,15025,2099,2009-06-09T16:13:36
19890975,Dog Lifetime Spayed Female,BERNESE MTN DOG,TRI-COLOR,TILLY,15065,2099,2012-01-04T15:31:32
19890976,Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,ZOE,15241,2099,2012-01-04T15:31:33
19890977,Dog Senior Lifetime Spayed Female,BEAGLE MIX,WHITE,CHRISTY,15120,2099,2012-01-04T15:31:34
19890978,Dog Lifetime Male,BEAGLE,SPOTTED,SCOUT,15237,2099,2012-01-04T15:44:36
19890979,Dog Lifetime Neutered Male,LAB MIX,BLACK WITH WHITE,RILEY,15116,2099,2012-01-05T09:54:45
19890980,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,KINGDOM,15146,2099,2012-01-05T10:56:49
19890981,Dog Lifetime Neutered Male,BOERBOEL,BROWN,CAIRO,15237,2099,2012-01-05T13:14:14
19890982,Dog Lifetime Duplicate,LAB MIX,BLACK,FRED,15132,2099,2012-01-05T13:24:47
19890983,Dog Lifetime Spayed Female,SHIH TZU,WHITE/BROWN,MONEY PENNY,15239,2099,2012-01-05T15:54:53
19890984,Dog Lifetime Neutered Male,SHEPHERD MIX,BLACK/BROWN,PRESCOTT DOWNEY,15146,2099,2012-01-06T11:10:36
19890985,Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,GUS,15122,2099,2012-01-06T11:59:30
19890986,Dog Lifetime Neutered Male,BOXER,BRINDLE,ROONEY,15229,2099,2012-01-06T12:18:24
19890987,Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,GIBBS,15044,2099,2012-01-06T12:32:02
19890988,Dog Lifetime Neutered Male,MIXED,BRINDLE,BODIE,15090,2099,2012-01-06T13:28:40
19890989,Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,HOLLY,15221,2099,2012-01-06T14:15:51
19890990,Dog Lifetime Spayed Female,MIXED,TAN,TAYLOR,15101,2099,2012-01-06T14:58:39
19890991,Dog Senior Lifetime Neutered Male,BORDER TERRIER,BRINDLE,DUFFY,15227,2099,2012-01-06T15:04:52
19890992,Dog Lifetime Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,GRACIE,16059,2099,2012-01-06T15:02:50
19890993,Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,ZOE,15239,2099,2012-01-10T08:46:26
19890994,Dog Lifetime Spayed Female,MIXED,BLACK,ADDIE,15145,2099,2012-01-09T15:59:01
19890995,Dog Senior Lifetime Neutered Male,MIXED,BLACK/BROWN,BUDDY,15239,2099,2012-01-09T12:01:47
19890996,Dog Senior Lifetime Neutered Male,MIXED,BLACK/BROWN,ROCKY,15239,2099,2012-01-09T12:01:47
19890997,Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,WHITE/BLACK/BROWN,LULU,15018,2099,2012-01-09T14:18:51
19890998,Dog Lifetime Spayed Female,DACHSHUND,BLACK,RUBY,15227,2099,2012-01-09T15:59:23
19890999,Dog Lifetime Female,ROTTWEILER,BLACK/BROWN,MILEY,15068,2099,2012-01-09T14:50:39
19891000,Dog Lifetime Neutered Male,AUS SHEPHERD,RED,DUNDEE,15237,2099,2012-01-10T10:50:15
19891001,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,MAXINE,15215,2099,2012-01-10T15:11:37
19891002,Dog Lifetime Spayed Female,DALMATIAN,SPOTTED,DAPHNE,15102,2099,2012-01-10T12:16:09
19891003,Dog Lifetime Spayed Female,AUS CATTLE DOG,BLUE,MICA,15215,2099,2012-01-10T15:11:37
19891004,Dog Senior Lifetime Neutered Male,MIXED,BLACK/BROWN,TOBY,15024,2099,2012-01-10T13:08:32
19891005,Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,ABBY,15239,2099,2012-01-10T13:35:35
19891006,Dog Senior Lifetime Spayed Female,HOUND MIX,BLACK/BROWN,SYDNEY,15237,2099,2012-01-10T13:35:36
19891007,Dog Lifetime Spayed Female,SIB HUSKY,GREY,JAMIE,15241,2099,2012-01-12T08:50:51
19891008,Dog Lifetime Male,GER SHORTHAIR POINT,LIVER,DUKE,15110,2099,2012-01-11T12:12:49
19891009,Dog Lifetime Spayed Female,PAPILLON,WHITE/BLACK/BROWN,LUCY LU,15035,2099,2012-01-12T08:50:52
19891010,Dog Lifetime Duplicate,BORD COLLIE MIX,WHITE/BLACK,INDIANA BONES,15241,2099,2012-01-11T13:03:18
19891011,Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,ROXIE,15132,2099,2012-01-11T13:10:51
19891012,Dog Lifetime Male,AM STAFF TERRIER,BLONDE,TANK,15145,2099,2012-01-11T13:33:24
19891013,Dog Senior Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,JACKIE,15223,2099,2012-01-11T14:00:17
19891014,Dog Senior Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,DAISEY,15223,2099,2012-01-11T14:00:17
19891015,Dog Senior Lifetime Spayed Female,AM BULLDOG,SPOTTED,JADA,15227,2099,2012-01-11T15:48:40
19891016,Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BROWN,SUGAR,15132,2099,2012-01-11T15:48:41
19891017,Dog Lifetime Spayed Female,BOXER,BRINDLE,CHLOE,15024,2099,2012-01-12T14:13:23
19891018,Dog Lifetime Neutered Male,DACHSHUND,BLACK/BROWN,OLLIE,15116,2099,2012-01-13T08:45:11
19891019,Dog Lifetime Neutered Male,GER SHEPHERD,SABLE,CASPER,15221,2099,2012-01-13T11:45:11
19891020,Dog Lifetime Spayed Female,SHIH TZU,SABLE,NICKKI,15065,2099,2012-01-13T11:46:57
19891021,Dog Lifetime Spayed Female,CANE CORSO,BROWN,ZOEY,15229,2099,2012-01-13T11:52:49
19891022,Dog Lifetime Spayed Female,TERRIER MIX,BROWN,MAYZIE,15108,2099,2012-01-13T12:01:31
19891023,Dog Senior Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,MAGGIE MAE,15106,2099,2012-01-13T14:16:08
19891024,Dog Lifetime Female,GORDON SETTER,BLACK/BROWN,MAXIE,15215,2099,2012-01-18T09:00:44
19891025,Dog Lifetime Neutered Male,LAB MIX,BLACK,JOSEPH,15221,2099,2012-01-17T14:04:49
19891026,Dog Senior Lifetime Spayed Female,HAVANESE,WHITE/BLACK,ADDISON,15044,2099,2012-01-17T10:53:45
19891027,Dog Lifetime Neutered Male,GER SHORTHAIR POINT,BROWN/TAN,BLITZ,15120,2099,2012-01-17T14:04:56
19891028,Dog Senior Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,HOWIE,15120,2099,2012-01-17T14:04:57
19891029,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ICEBURG,15116,2099,2012-01-17T12:45:35
19891030,Dog Lifetime Neutered Male,DACHSHUND,BLACK/TAN,GUINNESS,15102,2099,2012-01-17T12:56:44
19891031,Dog Lifetime Neutered Male,AM PIT BULL TERRIER,WHITE/BROWN,SUNNY,15065,2099,2012-01-17T13:18:38
19891032,Dog Lifetime Neutered Male,AM PIT BULL TERRIER,WHITE/BLACK/BROWN,NEO,15065,2099,2012-01-17T13:18:38
19891033,Dog Senior Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,HOWIE,15120,2099,2012-01-17T13:54:43
19891034,Dog Lifetime Spayed Female,CHIHUAHUA MIX,RED/BROWN,PENNY,15237,2099,2012-01-18T09:00:53
19891035,Dog Lifetime Spayed Female,CHIHUAHUA MIX,RED/BROWN,ZOE,15237,2099,2012-01-18T09:00:53
19891036,Dog Lifetime Neutered Male,MIXED,BLACK,HARVEY,15237,2099,2012-01-18T13:22:45
19891037,Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,BAILEY,15122,2099,2012-01-18T13:35:05
19891038,Dog Lifetime Spayed Female,LAB MIX,BLACK,LACY MODENA,15146,2099,2012-01-19T08:43:43
19891039,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BRUNO,15238,2099,2016-08-30T14:18:35
19891040,Dog Lifetime Spayed Female,AM PIT BULL TERRIER,GREY,BLUE GRASS,15229,2099,2016-08-31T09:40:36
19891041,Dog Lifetime Duplicate,CANE CORSO,BRINDLE,XENA,15148,2099,2016-09-06T08:52:16
19891042,Dog Lifetime Neutered Male,SIB HUSKY,WHITE/RED,AXL CONDRON,15239,2099,2016-09-06T08:52:17
19891043,Dog Lifetime Spayed Female,VIZSLA,RED,RINA,15044,2099,2016-09-06T08:52:17
19891044,Dog Lifetime Neutered Male,SHEPHERD MIX,BROWN,NIKO WEBER,15101,2099,2016-09-06T08:52:18
19891045,Dog Lifetime Neutered Male,MORKIE,BLACK/BROWN,DEZI,15106,2099,2016-09-06T08:52:18
19891046,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,SILVER,BELLA,15234,2099,2016-08-31T11:23:23
19891047,Dog Lifetime Spayed Female,MIXED,WHITE/TAN,SYDNEY,15143,2099,2016-08-31T11:46:37
19891048,Dog Lifetime Spayed Female,SHIH TZU,BLACK/BROWN,PEPPER,15131,2099,2016-08-31T11:53:23
19891049,Dog Senior Lifetime Neutered Male,CHIHUAHUA MIX,WHITE/RED,GIZMO,15025,2099,2016-09-06T08:52:21
19891050,Dog Lifetime Spayed Female,AM PITT BULL MIX,WHITE/BRINDLE,ROXIE,15209,2099,2016-08-31T14:40:30
19891051,Dog Lifetime Spayed Female,WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,ZOEY,15120,2099,2016-08-31T14:40:45
19891052,Dog Lifetime Neutered Male,KUVASZ,WHITE/TAN,CHARLIE,15014,2099,2016-08-31T14:55:57
19891053,Dog Lifetime Spayed Female,POODLE TOY,BLACK,LILYONA MONIQUE,15025,2099,2016-08-31T15:23:26
19891054,Dog Lifetime Spayed Female,BOXER MIX,BLACK,KOKOA,15015,2099,2016-08-31T15:42:55
19891055,Dog Lifetime Spayed Female,GREYHOUND,BROWN,SADIE,15101,2099,2016-08-31T16:01:30
19891056,Dog Lifetime Spayed Female,GOLDENDOODLE,RED,MOSLEY,15101,2099,2016-09-01T10:48:03
19891057,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK,SCARLET,15084,2099,2016-09-01T10:54:54
19891058,Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK,LIBBY,15129,2099,2016-09-01T12:16:01
19891059,Dog Senior Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BLACK,ZOEY,15136,2099,2016-09-01T12:30:38
19891060,Dog Lifetime Spayed Female,TERRIER,WHITE/BLACK,HARLEY,15209,2099,2016-09-01T12:55:06
19891061,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN/ORANGE,JACK,15014,2099,2016-09-01T13:58:44
19891062,Dog Lifetime Spayed Female,MALTESE,WHITE,LILY,15102,2099,2016-09-01T13:46:07
19891063,Dog Lifetime Female,AUS SHEPHERD,WHITE/BLACK,ADRIKA,15116,2099,2016-09-01T14:30:21
19891064,Dog Lifetime Neutered Male,GOLDENDOODLE,BEIGE,TUCKER,15017,2099,2016-09-01T14:47:52
19891065,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,HEIDI,15227,2099,2016-09-01T15:09:12
19891066,Dog Senior Lifetime Neutered Male,GOLDENDOODLE,BROWN,WATSON,15129,2099,2016-09-01T16:16:04
19891067,Dog Senior Lifetime Neutered Male,TERRIER MIX,BROWN/TAN,REECIE,15234,2099,2016-09-01T16:16:05
19891068,Dog Senior Lifetime Neutered Male,GOLDENDOODLE,BLONDE,TOBY,15065,2099,2016-09-01T16:16:05
19891069,Dog Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK,VIVA,15146,2099,2016-09-01T16:16:06
19891070,Dog Lifetime Neutered Male,BORD COLLIE,BLACK WITH WHITE,BOB WILSON,15131,2099,2016-09-01T16:16:06
19891071,Dog Lifetime Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,FERGUS,15024,2099,2016-09-01T16:16:06
19891072,Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,HONEY,15235,2099,2016-09-01T16:16:07
19891073,Dog Lifetime Neutered Male,SHETLAND SHEEP MIX,BLACK,KODA,15102,2099,2016-09-01T16:16:07
19891074,Dog Lifetime Neutered Male,MIXED,BROWN,AUGIE,15065,2099,2016-09-01T16:16:07
19891075,Dog Lifetime Neutered Male,CAIRN TERRIER,WHITE/RED,DUDE,15238,2099,2016-09-01T16:16:08
19891076,Dog Senior Lifetime Neutered Male,MALTESE MIX,BLACK/BROWN,MARLEY,15084,2099,2016-09-01T16:16:08
19891077,Dog Lifetime Neutered Male,MALTESE MIX,BLACK/BROWN,MARLEY,15084,2099,2016-09-01T16:16:08
19891078,Dog Senior Lifetime Spayed Female,SHETLAND SHEEPDOG,SABLE/WHITE,LADY,15237,2099,2016-09-02T12:05:24
19891079,Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,ZEUS,15209,2099,2016-09-06T09:39:29
19891080,Dog Lifetime Neutered Male,SCHNAUZER MIN,SALT/PEPPER,GENO,15332,2099,2016-09-06T09:49:45
19891081,Dog Lifetime Spayed Female,POMERANIAN,BROWN,DAKOTA,15146,2099,2016-09-06T10:23:58
19891082,Dog Lifetime Spayed Female,BOXER MIX,BLACK,PENNY,15102,2099,2016-09-06T10:23:58
19891083,Dog Lifetime Neutered Male,GREYHOUND,BRINDLE,DIPPER,15243,2099,2016-09-06T10:05:28
19891084,Dog Senior Lifetime Neutered Male,LAB MIX,RED,SPENCER,15229,2099,2016-09-06T10:24:50
19891085,Dog Lifetime Spayed Female,COCKER SPANIEL,WHITE/BROWN,DAISY,15235,2099,2016-09-06T10:34:09
19891086,Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ANGEL,15223,2099,2016-09-06T10:52:34
19891087,Dog Lifetime Neutered Male,BOXER,BRINDLE,DOZER,15017,2099,2016-09-06T11:02:26
19891088,Dog Lifetime Neutered Male,LAB MIX,BLACK/BROWN,BEAR,15102,2099,2016-09-06T11:05:15
19891089,Dog Lifetime Neutered Male,LABRADOODLE,RED,SAMSON,15239,2099,2016-09-06T11:15:11
19891090,Dog Lifetime Neutered Male,TERRIER MIX,TAN,PETE,15236,2099,2016-09-06T11:35:39
19891091,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,JAX RAGNAR MCLANE,15147,2099,2016-09-06T11:38:11
19891092,Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,DISHES,15239,2099,2016-09-06T11:41:10
19891093,Dog Lifetime Spayed Female,SIB HUSKY MIX,BLACK/TAN/WHITE,DEIZEL,15145,2099,2016-09-06T11:49:48
19891094,Dog Lifetime Spayed Female,YORKSHIRE TERR MIX,TAN,REILLY,15227,2099,2016-09-06T12:18:00
19891095,Dog Lifetime Spayed Female,WEIMARANER,GREY,KHALEESI,15102,2099,2016-09-06T12:18:00
19891096,Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,GEORGIE,15135,2099,2016-09-06T14:47:39
19891097,Dog Lifetime Duplicate,MORKIE,BLACK/BROWN,OZZIE,15133,2099,2016-09-08T08:39:07
19891098,Dog Lifetime Neutered Male,TAG,BRINDLE,CHINO,15143,2099,2016-09-08T08:39:08
19891099,Dog Lifetime Spayed Female,GOLDENDOODLE,CREAM,MOLLY,15101,2099,2016-09-06T14:57:11
19891100,Dog Lifetime Spayed Female,TERRIER,TAN,DELTA,15243,2099,2016-09-08T08:39:08
19891101,Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,PIPER,15102,2099,2016-09-07T10:27:34
19891102,Dog Lifetime Neutered Male,LAB MIX,BLACK/BROWN,KODA,15227,2099,2016-09-07T11:46:10
19891103,Dog Lifetime Spayed Female,CHIHUAHUA MIX,BLACK,HONEY,15239,2099,2016-09-07T13:41:15
19891104,Dog Lifetime Neutered Male,LABRADOODLE,APRICOT,JOHANN LUCAS,15202,2099,2015-03-05T15:46:11
19891105,Dog Lifetime Spayed Female,AM STAFF TERRIER,GREY,KALI,15227,2099,2015-03-06T10:29:54
19891106,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,ADDY,15235,2099,2015-03-06T10:55:49
19891107,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN/WHITE,KIRA,15235,2099,2015-03-06T10:55:49
19891108,Dog Lifetime Spayed Female,COCKER SPANIEL,BLACK,MOLLY,15101,2099,2015-03-06T10:55:51
19891109,Dog Lifetime Duplicate,GER SHEPHERD MIX,BLACK,HANNAH LEE,15132,2099,2015-03-06T10:55:55
19891110,Dog Senior Lifetime Spayed Female,W HGHLND WH TERRIER,WHITE,MAGGIE MAE,15146,2099,2015-03-06T10:46:08
19891111,Dog Lifetime Spayed Female,MIXED,WHITE,ELIE MAE,15228,2099,2015-03-06T10:55:58
19891112,Dog Lifetime Neutered Male,REDTICK COONHOUND,RED,BUDGER,15131,2099,2015-03-06T10:55:59
19891113,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,ATHENA,15237,2099,2015-03-06T11:37:54
19891114,Dog Lifetime Spayed Female,SCHNOODLE,SABLE,MISSY DEONNA OAKES,15090,2099,2015-03-06T14:13:49
19891115,Dog Lifetime Neutered Male,BLUE HEELER,GREY,WHISKEY,15106,2099,2015-03-11T08:39:44
19891116,Dog Lifetime Spayed Female,MIXED,BROWN,SHADOW,15236,2099,2015-03-11T08:39:44
19891117,Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,BELLA,15144,2099,2015-03-09T09:15:12
19891118,Dog Lifetime Spayed Female,BASSET HOUND MIX,WHITE/BLACK,ELLIE,15068,2099,2015-03-09T09:24:26
19891119,Dog Lifetime Spayed Female,BASSET HOUND MIX,WHITE/BLACK,CASEY,15068,2099,2015-03-09T09:24:26
19891120,Dog Lifetime Spayed Female,CAROLINA DOG,ORANGE,MADISON,15037,2099,2015-03-09T09:46:39
19891121,Dog Lifetime Female,YORKSHIRE TERRIER,BLACK/TAN,PEBBLE DE OGAZ JANSMA,15106,2099,2015-03-09T09:59:36
19891122,Dog Senior Lifetime Neutered Male,POODLE STANDARD,BLACK,THEO,15108,2099,2015-03-09T10:08:26
19891123,Dog Lifetime Spayed Female,DACHSHUND,BLACK,MAGGIE,15205,2099,2015-03-09T10:19:08
19891124,Dog Lifetime Neutered Male,MIXED,BLACK/SILVER,STRIDER,15046,2099,2015-03-09T10:29:37
19891125,Dog Senior Lifetime Spayed Female,MIXED,TRI-COLOR,ZIVA,15132,2099,2015-03-09T11:04:35
19891126,Dog Lifetime Male,CHIHUAHUA,BROWN,BRUNO,15239,2099,2015-03-09T12:35:55
19891127,Dog Lifetime Spayed Female,CHIHUAHUA,BROWN,ABBY,15239,2099,2015-03-09T12:51:09
19891128,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,REGGIE,15239,2099,2015-03-09T13:08:01
19891129,Dog Lifetime Neutered Male,COCKAPOO,APRICOT,SHILO,15239,2099,2015-03-09T13:18:10
19891130,Dog Lifetime Spayed Female,LAB MIX,BLACK,PENNY,15065,2099,2015-03-09T13:34:51
19891131,Dog Lifetime Female,GOLDEN RETRIEVER,WHITE/BROWN,JEWELS,15210,2099,2015-03-09T13:51:08
19891132,Dog Lifetime Spayed Female,PEEKAPOO,APRICOT,HARLEY,15090,2099,2015-03-09T14:06:33
19891133,Dog Lifetime Neutered Male,MIXED,RED/BLONDE,HOUSTON,15084,2099,2015-03-09T14:28:26
19891134,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,ZENA,15137,2099,2015-03-09T14:42:28
19891135,Dog Lifetime Neutered Male,DACHSHUND,BRINDLE,MURPHY,15044,2099,2015-03-09T14:42:29
19891136,Dog Lifetime Male,GREAT DANE,SPOTTED,GUS,15135,2099,2015-03-09T14:59:12
19891137,Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,DARLA,15037,2099,2015-03-09T15:16:58
